"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.022538,,
"CHL","Chile","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,7.407234,,
"CHL","Chile","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-9.602519,,
"CHL","Chile","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.250734,,
"CHL","Chile","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.660588,,
"EST","Estonia","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.123386,,
"EST","Estonia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.024576,,
"IND","India","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.800773,,
"IND","India","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,13.625688,,
"IDN","Indonesia","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,6.379957,,
"IDN","Indonesia","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-6.516429,,
"IDN","Indonesia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.424893,,
"IDN","Indonesia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-6.977114,,
"ISR","Israel","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.295048,,
"ISR","Israel","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,5.778954,,
"ISR","Israel","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.364017,,
"ISR","Israel","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,2.444017,,
"RUS","Russia","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.273444,,
"RUS","Russia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.689233,,
"SVN","Slovenia","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,8.939478,,
"SVN","Slovenia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,5.704131,,
"ZAF","South Africa","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.279013,,
"ZAF","South Africa","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.238374,,
"AUS","Australia","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.759817,,
"AUS","Australia","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.37969,,
"AUT","Austria","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.369121,,
"AUT","Austria","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-7.46896,,
"AUT","Austria","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.103541,,
"AUT","Austria","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.287678,,
"BEL","Belgium","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.919835,"P","Provisional value"
"BEL","Belgium","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.849693,"P","Provisional value"
"CAN","Canada","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.084708,,
"CAN","Canada","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.483886,,
"CAN","Canada","P51","Gross fixed capital formation","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.019,,
"CZE","Czech Republic","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-10.978639,,
"CZE","Czech Republic","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-8.054267,,
"DNK","Denmark","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.019871,,
"DNK","Denmark","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.236238,,
"FIN","Finland","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.201461,,
"FIN","Finland","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.123981,,
"FRA","France","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-10.321544,,
"FRA","France","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-17.778135,,
"FRA","France","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-7.826712,,
"FRA","France","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-25.223079,,
"FRA","France","P51","Gross fixed capital formation","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-2.47,,
"FRA","France","P51","Gross fixed capital formation","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-4.05,,
"DEU","Germany","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.19511,,
"DEU","Germany","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.976683,,
"DEU","Germany","P51","Gross fixed capital formation","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,0.2,,
"GRC","Greece","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-8.35238,"P","Provisional value"
"GRC","Greece","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.409649,"P","Provisional value"
"HUN","Hungary","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.879507,,
"HUN","Hungary","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.502021,,
"ISL","Iceland","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-13.610259,,
"ISL","Iceland","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,4.928582,,
"IRL","Ireland","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,32.150823,,
"IRL","Ireland","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,131.391222,,
"ITA","Italy","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-8.148057,,
"ITA","Italy","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-8.773727,,
"ITA","Italy","P51","Gross fixed capital formation","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.468,,
"JPN","Japan","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.466342,,
"JPN","Japan","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.743904,,
